Author,File,WordsByAuthorByFile
Christofer Dutz,SchedDataExtractor.groovy,"[["""",""UPDATED"",""HEALTH"",""INDICATOR\n"",""CLEANED"",""UP"",""AUTHOR"",""TAGS\n"",""ADDED"",""SUPPORT"",""SCHED"",""CONFERENCES\n""]]"
Dirk Mahler,HeiseLocationMapper.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Gerd Aschemann,selenium.bat,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""32"",""AHUS1/AHUS1"",""GUITEST\n\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN""]]"
Dirk Mahler,KeycloakLoginIT.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,KeycloakConfigService.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,5173_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Dirk Mahler,index.adoc,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n"",""ADDED"",""BASIC"",""JQA"",""RULES"",""VISUALIZING"",""SPRING"",""COMPONENTS"",""DEPENDENCIES\n""]]"
Gerd Aschemann,manual_rest_doc.adoc,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
steffchep,jl2017.properties,"[[""ADD"",""STYLE"",""PROPERTIES"",""JL2017\n""]]"
Falk Sippach,HerbstcampusStreamMapper.groovy,"[[""FINISHED"",""HERBSTCAMPUS"",""DATA"",""MAPPING\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,arquillian-headless.xml,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""32"",""AHUS1/AHUS1"",""GUITEST\n\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN""]]"
Falk Sippach,5510_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,5155_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
annam002,MetaService.java,"[[""MAKE"",""METASERVICE"",""WORK"",""OTHER"",""CONFERENCES"",""AS"",""WELL\nMERGE"",""DEVELOP"",""FEATURE/MODULARIZE\nCREATE"",""INTERFACE"",""PROVIDING"",""CONFERENCE"",""DATA\n""]]"
Falk Sippach,maven-wrapper.properties,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Dirk Mahler,application.properties,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,5250_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,ArquillianClassRule.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Falk Sippach,TalkService.java,"[[""TALKS"",""REST"",""SERVICE"",""V2"",""META"",""DATA"",""REFERENCE\nREFACTORING"",""META"",""DATA"",""LOOKUP\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREFACTORING/RENAMING"",""TALK"",""DATA"",""PROVIDER\nRENAMED"",""TALK"",""EVENT\nREFACTORING"",""PACKAGE"",""STRUCTURE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATIONMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\n""]]"
Gerd Aschemann,TalkProvider.groovy,"[[""MERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\nALLOW"",""WORK"",""OFFLINE"",""BY"",""READING"",""LOCAL"",""FILE\nADDED"",""LITTLE"",""TYPE"",""SAFETY"",""...\nFIX:"",""AVOID"",""NULL"",""SECOND"",""SPEAKERS\nFIX:"",""USE"",""GERMAN"",""KEYS"",""MISC"",""DOAG"",""JL"",""DATA\nFIX:"",""REPLACE"",""&QUOT"",""HTML"",""ENTITY"",""PROPER"",""JSON"",""\\"",""\nAVOID"",""DUPLICATES"",""TALKS"",""\nNEW"",""RAW"",""DATA"",""URL"",""2016"",""\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,JavalandDataExtractorSpec.groovy,"[[""REDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nFIXED"",""MISSING"",""TRACK"",""INFORMATION"",""TALK"",""ADDED"",""SPEAKER"",""ID\nFIXED"",""MISSING"",""TALK"",""TYPE"",""ID\nCALCULATING"",""PARTITION"",""EVENTS"",""CLOCK"",""SLICES"",""SERVER"",""SIDE"",""EVENT"",""SLICES"",""SLICEDEVENTS"",""AS"",""REST"",""SERVICE\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nFIXED"",""PROVIDING"",""UNIQUE"",""ID\nFIXED"",""PROVIDING"",""UNIQUE"",""ID\nADDED"",""ICONS"",""METADATA\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nRENAMED"",""TALKTYPE"",""EVENTTYPE\nRENAMED"",""ROOM"",""LOCATION\nRENAMED"",""TALK"",""EVENT\nADDED"",""LANGUAGES"",""ROOMS\nADDED"",""TALK"",""LIST"",""SPEAKER\nBUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER\nCONFERENCE"",""METADATA"",""CROSSLINKED\nNEW"",""TESTDATA"",""COMMUNITY"",""EVENTS\nMOVED"",""TRACKS"",""ROOMS"",""CONFERENCE"",""METADATA"",""KEEP"",""ALL"",""METADATA"",""AT"",""ONE"",""PLACE\nADDED"",""SPEAKER"",""REST"",""SERVICE"",""MOVED"",""ALL"",""CURRENT"",""REST"",""SERVICES"",""UNDER"",""CONFERENCE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""18"",""DUKECON/METADATA\n\nFIXED"",""MISSING"",""TRACK"",""INFORMATION"",""TALK"",""ADDED"",""SPEAKER"",""IDMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATIONMERGE"",""REQUEST"",""25"",""DUKECON/METADATA\n\nADDED"",""CONFERENCE"",""ID"",""RESOURCE"",""PATHMERGE"",""REQUEST"",""23"",""DUKECON/METADATA\n\nBUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER"",""CONFERENCE"",""METADATA"",""CROSSLINKED"",""NEW"",""TESTDATA"",""COMMUNITY"",""EVENTSMERGE"",""REQUEST"",""20"",""DUKECON/METADATA\n\nADDED"",""SPEAKER"",""REST"",""SERVICE"",""MOVED"",""ALL"",""CURRENT"",""REST"",""SERVICES"",""UNDER"",""CONFERENCEMERGE"",""REQUEST"",""21"",""DUKECON/METADATA\n\nADDED"",""TALK"",""LIST"",""SPEAKERMERGE"",""REQUEST"",""19"",""DUKECON/METADATA\n\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRINGMERGED\n""]]"
Christofer Dutz,StartPageIT.java,"[["""",""ADDED"",""FIRST"",""VERSION"",""RESOURCESERVICE"",""WHICH"",""WILL"",""RETURN"",""IMAGE"",""RESOURCES"",""NEEDED"",""BY"",""FLEX"",""CLIENT.\n"",""CHANGED"",""BUILD"",""CONFIG"",""USE"",""WAR"",""OVERLAYS"",""INSTEAD"",""DEPENDENCY"",""PLUGIN"",""EMBEDDING"",""HTML"",""CLIENT\n"",""ADDED"",""FAILSAFE"",""CONFIGRUATION"",""RUN"",""INTEGRATION"",""TEST"",""PHASE"",""MOVED"",""GUI"",""TESTS"",""BEING"",""INTEGRATION"",""TESTS"",""BY"",""RENAMING"",""THEM"",""XYZTEST"",""XYZIT\n""]]"
Falk Sippach,talks_schema.json,"[[""MERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\n""]]"
Gerd Aschemann,Language.java,"[[""MERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Gerd Aschemann,ContextUrl.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""32"",""AHUS1/AHUS1"",""GUITEST\n\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN""]]"
Dirk Mahler,WebResourceDataProvider.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,DoagSpeakerMapperSpec.groovy,"[[""REFACTORING"",""SPEAKER"",""MAPPING\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nGENERALIZATION"",""READING"",""SPEAKER"",""DATA"",""SPLITTING"",""FIRST"",""LASTNAME"",""AS"",""NEEDED\nCALCULATED"",""NUMBEROFFAVOURITES\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,ConferencesResource.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nMERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Christofer Dutz,JavalandDataRemoteSpec.groovy,"[["""",""UPDATED"",""LANGUAGE"",""CONTAIN"",""WHAT"",""WAS"",""ID"",""PREVIOUSLY"",""NEW"",""FIELD"",""CODE"",""USE"",""NUMERIC"",""ID"",""NOW"",""ON.\n"",""UPDATED"",""RESOURCESERVICE"",""STRUCTURE"",""IMAGE"",""RESOURCES"",""DIFFERENTLY"",""SO"",""S"",""POSSIBLE"",""USE"",""DIFFERENT"",""IMAGES"",""EACH"",""CONFERENCE.\n""]]"
Alexander Schwartz,Speaker.java,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,YamlDateTimeConstructor.java,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\n""]]"
Dirk Mahler,5214_2.jpg,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
steffchep,StartPage.java,"[["""",""HOPEFULLY"",""FIX"",""TEST\n""]]"
Dirk Mahler,xvfb.sh,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,ConferencesConfiguration.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nADDED"",""EXTERNAL"",""CONFERENCE"",""CONFIGURATION\nADDED"",""HOMEURL"",""CONFERENCE"",""JSON"",""EXPORT\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nFIXED"",""LOADING"",""CONFERENCES.YML"",""JAR"",""EXECUTION\nINTERMEDIATE"",""STATE"",""READING"",""CONFERENCE"",""RESOURCES"",""WORKING"",""JAVALAND"",""2016"",""2017\nINTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nREFACTORING"",""RAW"",""DATA"",""RESOURCE"",""MANAGEMENT\nBUGFIX\n""]]"
Niko Köbler,MetaService.java,"[[""PING"",""METHOD"",""LAST"",""UPDATED"",""STRING"",""YET"",""MOCKED"",""\n""]]"
Falk Sippach,SliceEventHelperSpec.groovy,"[[""CALCULATING"",""PARTITION"",""EVENTS"",""CLOCK"",""SLICES"",""SERVER"",""SIDE"",""EVENT"",""SLICES"",""SLICEDEVENTS"",""AS"",""REST"",""SERVICE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nREFACTORING"",""PACKAGE"",""STRUCTURE\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Alexander Schwartz,application.properties,"[[""ADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG"",""STORING"",""LATEST"",""SUCCESSFUL"",""RESPONSE"",""DISK"",""CLEANUP"",""TALKOLD.\nADDED"",""HEALTH"",""CHECK"",""SPRING"",""BOOT"",""STYLE\nMAKING"",""PORT"",""8080"",""DEFAULT"",""OTHERWISE"",""REPLACEMENT"",""PROPERTIES"",""WILL"",""NOT"",""WORK"",""\nINCREASE"",""TIMEOUTS"",""BOTH"",""LOADING"",""GUI"",""TESTING\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nALLOW"",""ADMINS"",""REFRESH"",""CACHE"",""BY"",""USING"",""SPECIAL"",""SECURED"",""URL"",""8\nSPRING"",""NOW"",""RESPECTS"",""FORWARDED"",""*"",""HEADERS"",""8\n""]]"
Dirk Mahler,WebResourceDataProviderHealthIndicator.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,FavoritesRepositorySpec.groovy,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Falk Sippach,UserPreference.java,"[[""REDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMISSING"",""RENAMINGS"",""ROOM"",""TALK"",""FIXED\nMISSING"",""RENAMINGS"",""ROOM"",""TALK"",""FIXED\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATA""]]"
Falk Sippach,apacheconeu2016.properties,"[[""MERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,CacheManifestFilter.groovy,"[[""DISABLE"",""CACHING"",""MANIFEST"",""FILES"",""COMPLETELY\nIMPROVED"",""CACHING"",""RESPECT"",""DUKECON/DUKECON"",""HTML5"",""26\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,5164_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Dirk Mahler,AbstractPageIT.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,StartPageTag.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Dirk Mahler,dukecon-server-packages.svg,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,MetaData.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,MetaData.java,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,DoagDataExtractorSpec.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\n""]]"
Falk Sippach,ConferenceDataExtractor.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nFINISHED"",""HERBSTCAMPUS"",""DATA"",""MAPPING\nADDED"",""INTIAL"",""DATA"",""EXTRACTOR"",""HERBSTCAMPUS"",""CONFERENCE\nREFACTORING"",""DATA"",""LOADING"",""RE"",""ENABLING"",""HYSTRIX\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Dirk Mahler,SchedDataExtractor.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,5281_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,AbstractPageTest.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Alexander Schwartz,ArquillianClassRule.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Christofer Dutz,pom.xml,"[[""ADDED"",""CONFIG"",""NEEDED"",""EMBED"",""FLEX"",""CLIENT"",""WAR"",""COMMENTED"",""\n"",""SWITCHED"",""TRACE"",""LOGGING"",""FLEX"",""LOGGING"",""FRAMEWORK.\nFIXED"",""DOC"",""GENERATION.\n"",""SWAGGER"",""GENERATES"",""CODE"",""BASED"",""COMPILED"",""CLASSES"",""THEREFORE"",""NEED"",""EXECUTE"",""AFTER"",""COMPILE.\n"",""GET"",""UNIT"",""TESTS"",""WORKING"",""BLYZEDS\n"",""ADDED"",""FIRST"",""VERSION"",""RESOURCESERVICE"",""WHICH"",""WILL"",""RETURN"",""IMAGE"",""RESOURCES"",""NEEDED"",""BY"",""FLEX"",""CLIENT.\n"",""CHANGED"",""BUILD"",""CONFIG"",""USE"",""WAR"",""OVERLAYS"",""INSTEAD"",""DEPENDENCY"",""PLUGIN"",""EMBEDDING"",""HTML"",""CLIENT\n"",""ADDED"",""FAILSAFE"",""CONFIGRUATION"",""RUN"",""INTEGRATION"",""TEST"",""PHASE"",""MOVED"",""GUI"",""TESTS"",""BEING"",""INTEGRATION"",""TESTS"",""BY"",""RENAMING"",""THEM"",""XYZTEST"",""XYZIT\n"",""ADDED"",""FIRST"",""VERSION"",""RESOURCESERVICE"",""WHICH"",""WILL"",""RETURN"",""IMAGE"",""RESOURCES"",""NEEDED"",""BY"",""FLEX"",""CLIENT.\n"",""CHANGED"",""BUILD"",""CONFIG"",""USE"",""WAR"",""OVERLAYS"",""INSTEAD"",""DEPENDENCY"",""PLUGIN"",""EMBEDDING"",""HTML"",""CLIENT\n"",""ADDED"",""FAILSAFE"",""CONFIGRUATION"",""RUN"",""INTEGRATION"",""TEST"",""PHASE"",""MOVED"",""GUI"",""TESTS"",""BEING"",""INTEGRATION"",""TESTS"",""BY"",""RENAMING"",""THEM"",""XYZTEST"",""XYZIT\n"",""MAJOR"",""REFACTORING\n"",""COMMENTED"",""VERSIONEYE"",""PLUGIN"",""DEFINITION\n"",""REMOVED"",""DUPLICATE"",""OVERLAY\n"",""DEACTIVATED"",""VERSIONEYE"",""MAVEN"",""PLUGIN"",""NOW"",""AS"",""SEEM"",""BE"",""ISSUES"",""PLUGIN\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""UPDATED"",""VERSIONEYE"",""PLUGIN"",""3.10.2"",""HOPEFULLY"",""GET"",""RID"",""ERRORS"",""JENKINS"",""BUILD\n"",""JAVAX.NET.SSL.SSLEXCEPTION:"",""CERTIFICATE"",""<WWW.VERSIONEYE.COM>"",""DOESN"",""T"",""MATCH"",""ANY"",""SUBJECT"",""ALTERNATIVE"",""NAMES:"",""[SENGAA.VERSIONEYE.COM]"",""\n"",""ADDED"",""CRUDSERVICE"",""INTERFACHE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICE"",""INTERFACE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICEIMPL\n"",""ADDED"",""INITIAL"",""SUPPORT"",""BLAZEDS\n"",""ADDED"",""CRUDSERVICE"",""INTERFACHE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICE"",""INTERFACE\n"",""ADDED"",""INITIAL"",""CONFERENCESERVICEIMPL\n"",""ADDED"",""INITIAL"",""SUPPORT"",""BLAZEDS\n"",""ADDED"",""ABILITY"",""READ"",""STYLE"",""INFORMATION"",""GIVEN"",""CONFERENCE"",""CONFERENCESERVICE\n"",""EXTENDED"",""CONFERENCE"",""REST"",""CONTROLLER"",""GENERATE"",""STYLES.CSS"",""RESOURCES"",""FLY\nFIXED"",""BUILD"",""ERRORS"",""REPORTED"",""BY"",""DEPENDECY"",""CHECKER"",""PLUGIN\nFIXED"",""BUILD"",""ERRORS"",""REPORTED"",""BY"",""DEPENDECY"",""CHECKER"",""PLUGIN\n"",""COMMENTED"",""PROPERTY"",""ACTIVEMQ.VERSION"",""AS"",""THIS"",""SEEMS"",""CAUSED"",""PROBLEMS"",""DEPENDENCY"",""CONVERGENCE"",""REPORT.\n"",""TRIED"",""GET"",""RID"",""NASTY"",""WARNINGS"",""BUILD.\n"",""TRIED"",""GET"",""RID"",""NASTY"",""WARNINGS"",""BUILD.\n"",""TRIED"",""GET"",""RID"",""NASTY"",""WARNINGS"",""BUILD.\n""]]"
Falk Sippach,5235_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,HerbstcampusDataExtractorSpec.groovy,"[[""FINISHED"",""HERBSTCAMPUS"",""DATA"",""MAPPING\nADDED"",""INTIAL"",""DATA"",""EXTRACTOR"",""HERBSTCAMPUS"",""CONFERENCE\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nFIXED"",""SPECIAL"",""DAY"",""HANDLING"",""WORKSHOP"",""DAY\nFIXED"",""SPEAKER"",""EVENT"",""ASSIGNMENT\n""]]"
Gerd Aschemann,JavalandDataExtractor.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nMERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""DEVELOP"",""FEATURE/TWITTER\nADDED"",""TWITTER"",""HANDLES\nADDED"",""TWITTER"",""HANDLES\n""]]"
Niko Köbler,demotalks.json,"[[""HAVE"",""TALKPROVIDER"",""DELIVERING"",""TALKS"",""DEMO"",""TALKS"",""NOW"",""LOADED"",""STATIC"",""FILE\n""]]"
Dirk Mahler,JavalandDataRemoteSpec.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,FiltersServiceSpec.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,HeiseEventTypeMapper.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
